,Year,Change in Temperature (°C),Type,Scenario
375,1862.0,-1.9284781017240675,gcm data point,historical
376,1862.0,-1.0443660622736388,gcm data point,historical
377,1862.0,0.6901744785940878,gcm data point,historical
378,1862.0,0.07099367911496302,gcm data point,historical
379,1862.0,1.167828578610397,gcm data point,historical
380,1862.0,-0.10256659117578693,gcm data point,historical
381,1862.0,-2.003707195369657,gcm data point,historical
382,1862.0,-1.981366378312373,gcm data point,historical
383,1862.0,-2.344464779028499,gcm data point,historical
384,1862.0,-3.592784745364213,gcm data point,historical
385,1862.0,-4.166444500816738,gcm data point,historical
386,1862.0,-3.7379597616402407,gcm data point,historical
387,1862.0,-3.864494657320847,gcm data point,historical
388,1862.0,-0.838593069122112,gcm data point,historical
389,1862.0,-1.587100290333069,gcm data point,historical
390,1862.0,-3.1856059027614947,gcm data point,historical
391,1862.0,-5.093154160035169,gcm data point,historical
392,1862.0,-4.249302976233253,gcm data point,historical
393,1862.0,-2.083625300784149,gcm data point,historical
394,1862.0,0.1118535816621602,gcm data point,historical
395,1862.0,-1.5650196895170438,gcm data point,historical
396,1862.0,-5.166677230062419,gcm data point,historical
397,1862.0,2.378634288144724,gcm data point,historical
398,1862.0,-0.3321044615478854,gcm data point,historical
399,1862.0,-2.6938143623621045,gcm data point,historical
400,1862.0,-3.02832873588369,gcm data point,historical
401,1862.0,-1.764950484242263,gcm data point,historical
402,1862.0,-0.5757707567303214,gcm data point,historical
403,1863.0,0.7792461982813279,gcm data point,historical
404,1863.0,-3.4293715790557258,gcm data point,historical
405,1863.0,-3.728904694979974,gcm data point,historical
406,1863.0,-2.5907766663042935,gcm data point,historical
407,1863.0,-2.0517526992747435,gcm data point,historical
408,1863.0,-0.2997750366239984,gcm data point,historical
409,1863.0,1.1315493727997818,gcm data point,historical
410,1863.0,0.968027385712162,gcm data point,historical
411,1863.0,-0.8551484698380136,gcm data point,historical
412,1863.0,-2.4615971053631256,gcm data point,historical
413,1863.0,-2.739289907148077,gcm data point,historical
414,1863.0,-1.5947667725451993,gcm data point,historical
415,1863.0,-4.026734108564142,gcm data point,historical
416,1863.0,-3.547409244875894,gcm data point,historical
417,1863.0,-3.68161158455689,gcm data point,historical
418,1863.0,-1.8151424086617567,gcm data point,historical
419,1863.0,-1.9533847860782885,gcm data point,historical
420,1863.0,-2.1948558728341254,gcm data point,historical
421,1863.0,-3.6092988506061374,gcm data point,historical
422,1863.0,-2.4696037518535263,gcm data point,historical
423,1863.0,-5.288952713704816,gcm data point,historical
424,1863.0,-2.878017432538627,gcm data point,historical
425,1863.0,6.296073115663603e-05,gcm data point,historical
426,1863.0,-0.6408312566964582,gcm data point,historical
427,1863.0,-5.420146670649217,gcm data point,historical
428,1863.0,3.114909373573596,gcm data point,historical
429,1863.0,-0.8708751581937122,gcm data point,historical
430,1863.0,-2.462502379840771,gcm data point,historical
431,1863.0,-3.089951006283286,gcm data point,historical
432,1863.0,-2.966992815703861,gcm data point,historical
433,1863.0,-1.6675263058568248,gcm data point,historical
434,1864.0,-0.6596789546630362,gcm data point,historical
435,1864.0,-5.053623186839729,gcm data point,historical
436,1864.0,-3.210152460182371,gcm data point,historical
437,1864.0,-1.5120421617739908,gcm data point,historical
438,1864.0,-1.1968460515519155,gcm data point,historical
439,1864.0,0.9763521233423944,gcm data point,historical
440,1864.0,1.0487169043482254,gcm data point,historical
441,1864.0,1.5217828923039178,gcm data point,historical
442,1864.0,0.42366382177453943,gcm data point,historical
443,1864.0,-2.5734557447945576,gcm data point,historical
444,1864.0,-1.3969716904867937,gcm data point,historical
445,1864.0,-1.38444480403939,gcm data point,historical
446,1864.0,-3.082067983075831,gcm data point,historical
447,1864.0,-4.242168794843394,gcm data point,historical
448,1864.0,-4.178844488609684,gcm data point,historical
449,1864.0,-0.6466496714208461,gcm data point,historical
450,1864.0,-1.242114954607075,gcm data point,historical
451,1864.0,-1.0784539404808697,gcm data point,historical
452,1864.0,-2.6311323421307407,gcm data point,historical
453,1864.0,-2.737955812949224,gcm data point,historical
454,1864.0,-4.214284002638465,gcm data point,historical
455,1864.0,-1.2136115137561205,gcm data point,historical
456,1864.0,0.07260034578160912,gcm data point,historical
457,1864.0,-0.8783984645414762,gcm data point,historical
458,1864.0,-4.784003204310125,gcm data point,historical
459,1864.0,2.481761970599223,gcm data point,historical
